id,Text,Polarity,reply
12349,বাংলাদেশ প্রথম ইনিংসে যে রকম ব্যাটিং করেছে সে অনুযায়ী বাংলাদেশই জিতবে !,0,অবশ্যই! প্রথম ইনিংসে এত ভালো ব্যাটিং করলে তো সবাইকে স্বর্ণপদক দেওয়া উচিত! 😂
12350,ভাইয়া ফিরে আসো । হাজারো জন তোমার পোষ্টে কমেন্ট করছে ফিরে আসো । আর ভালো মত খেলো । তোমার ফিরে আসা আমি কামনা করছি ।,0,"ওহ, কি দারুণ! মনে হচ্ছে আমি যেন ক্রিকেটের হিরো! ফিরে আসলে কি, নতুন গেম শুরু হবে? 😂"
12351,ভাই দেশ এগিয়ে যাবে শুধু এই সেপ্টেম্বর পর্যন্ত শিক্ষা প্রতিষ্ঠান বন্ধ থাকলে,0,"অবশ্যই! শিক্ষা বন্ধ থাকলে তো দেশের সব সমস্যার সমাধান হয়ে যাবে। সেপ্টেম্বরের পর সবাই হাইস্কুল থেকে কারিগরি শিক্ষা নিয়ে আত্মনির্ভরশীল হবে, মানে চাকরি ঝুলিয়ে রেখেছে। 😏"
12353,ফেসবুকের মাধ্যমে ধর্ম প্রচারে বাংলাদেশ এগিয়ে । !,0,"ওহ, জানি, ফেসবুকের মাধ্যমে ধর্ম প্রচার তো এত সহজ! গুগল ম্যাপে ধর্মের দোকান খুঁজে পেতেও তো কয়েক সেকেন্ড লাগবে না। 😂"
12354,অসুস্থ মানুষের সুস্থ ভাবে জীবন কাটে কেমনে,0,"অসুস্থ মানুষের সুস্থ ভাবে জীবন কাটে? আরে ভাই, তারা তো চিকিৎসকের চেম্বারে টিকিট কাটতে কাটতে সুস্থ হয়ে যায়! 😂"
12355,আজকের ম্যান অফ দ্যা ম্যাচ মুস্তাফিজকে দেওয়া উচিত ছিল । মুস্তাফিজ আজকে অলরাউন্ড পারফর্মেন্স করেছে ।,0,"ওহ, নিশ্চয়ই! মুস্তাফিজ তো আজকে একা হাতে ম্যাচটা জিতিয়েছে, আর আমরা সবাই বসে বসে ফেসবুকে পোস্ট করেছি! 😂"
12356,পুরা কাগজের মত উড়ায় দিলো এত্ত বড় বিল্ডিং,0,"বাহ! কাগজের বিল্ডিং উড়ছে? আমার তো মনে হচ্ছে, বিকেলবেলা মুঠোফোনের চার্জও উড়ে যাবে!"
12358,দুষ্ট গরুর চেয়ে শূন্য গোয়াল ভালো ।,0,অবশ্যই! দুষ্ট গরুর বদলে শূন্য গোয়াল হলে তো গোবরও খুঁজতে হবে না! কত্ত সুখ! 😄
12360,পাগলিনী খুটোর খোজে কৃষ্ণের বৃন্দাবনে ঘুটে,0,"অহো, কৃষ্ণের বৃন্দাবন নাকি! আর খুটোর খোঁজে যাওয়া মানে তো মিষ্টির দোকানে গিয়ে লুচি খোঁজা!"
12361,শুভ জন্মদিন । আল্লাহ নেক হায়াত দারাজ করুক৷ অনেক বড় হও । জীবনের প্রতিটি অধ্যায় সুন্দরভাবে সম্পাদন কর ইনশাহআল্লাহ এই কামনা রইল মামুনি । দীর্ঘজীবী হও ।,0,অর এতো দোয়া শুনে মনে হচ্ছে আমি তো আরেকটা শেকসপিয়র হয়ে যাব! কবে থেকে আল্লাহর কাছে ‘বড় হও’ ট্রেনিং নেবো? 😂
12362,ভাই এবার ক্যাপ্টেনসি একটু ভালোভাবে করবেন । গত ম্যাচে খারাপ ক্যাপ্টেনসির কারণেই ম্যাচ টা হারলাম ।,0,"আরে ভাই, ক্যাপ্টেনসির জন্য তো সারাক্ষণ বসে বসে চা-বিস্কুট খাচ্ছিলাম! সোজা হারের দায় একাই আমার কাঁধে চাপিয়ে দিলেন? 😄"
12368,ভাই খুব কষ্ট লাগছে আপনার জন্য দুয়া করি আপনি যেন তারাতারি সুস্থ হয়ে যান শুভ কামনা রইল আপনার জন্য,0,"ধন্যবাদ! আপনার দোয়া তো এত কার্যকরী যে, আগামীকাল থেকেই আমি সেলফি তুলতে পারব!"
12369,একটা নির্দিষ্ট বয়সের পর বাসায় থাকা আসলেই উচিত না । সম্পর্ক নষ্ট হয় শুধু !,0,"অবশ্যই, বাসায় থাকলে তো সম্পর্ক বাঁচানোর জন্য রেখে দেওয়ার জায়গাও পাওয়া যায় না! 😂"
12370,ভবিষ্যতে সাকিবের অভাব পূরণ করতে পারে মিরাজ এবং আফিফ ।,0,"অবশ্যই, মিরাজ আর আফিফ তো সাকিবের গুণে গুণগুণ করছে! হয়তো আগামীকাল থেকেই তারা সাকিবের মতো ৫০০০ রানও করবে! 😄"
