id,Text,Polarity,reply
26017,ভাই কি থেকে যেন অলিভ অয়েল বের করবা?,0,"হাঁ, নিশ্চয়ই! আগে এক বোতল জল নিয়ে আসো, তারপর অলিভ গাছকে বলি, ""দাদা, একটু ম্যাসাজ দিয়ে দাও!"" 😄"
26023,জিম্বাবুয়ে আছে বলেই বাংলাদেশ ক্রিকেট এখনো টিকে আছে,0,"অবশ্যই, জিম্বাবুয়ে না থাকলে তো বাংলাদেশ ক্রিকেটের মানদণ্ড মাপার জন্য আমরা কীভাবে ৮০-৯০ রানে অলআউট হই, তাই না? 😂"
26024,আসসালামু আলাইকুম । সকলকে জানাই মাহে রমজানের শুভেচ্ছা । আপনাদের জন্য নিয়ে আসছি সকল সীমের কম দামে সেরা অফার । আমরা মোবাইলে কথা বলি ও ইন্টারনেট ব্যবহার করে থাকি । তাই আমরা চাইলে পুরো মাসের প্যাকেজ কম দামে কিনতে পারি ।,0,"ওসলাম! মহান রমজান উপলক্ষে অফার নিয়ে আসা তো যেন মদীনার বাজার! সীমের দাম কম কিন্তু তোমার কথাগুলো শুনে মনে হচ্ছে, অফার তো জীবনেও শেষ হবে না! 😂"
26026,তার উপরে জীবনের নেই কোনো নিরাপত্তা,0,"আরে, জীবনে নিরাপত্তা কি? এটা তো শুধু ভাঁড়েদের জন্য! আমরা তো সবসময় অ্যাডভেঞ্চারে আছি!"
26027,সাথে শিক্ষা প্রতিষ্ঠান ও শিক্ষার্থীদের নাজেহাল অবস্থা ।,0,"অবশ্যই! শিক্ষার্থীরা নাজেহাল, আর শিক্ষা প্রতিষ্ঠানগুলো তো একদম বাণিজ্যিক মেলা। একবার এসে দেখুন, কেমন মজা! 😄"
26028,এবার হিরু আলম কে বিয়ে করে বাকী জীবন টা সুখের কাটিয়ে দিন,0,"হিরু আলমকে বিয়ে করে সুখের জীবন কাটানোর প্ল্যান? শুনে মনে হচ্ছে, তুমি তো জীবনটা একটা নতুন রিয়েলিটি শো শুরু করতে চলেছ!"
26029,পনের রানেই প্রথম উইকেট হারিয়েছিল জিম্বাবুয়ে ।,0,"ওহ, কি অবাক! জিম্বাবুয়ে তো কখনোই প্রথম উইকেট হারায় না, তাদের জন্য তো এটা রুটিন কাজ! 😏"
26030,বুঝলাম না ব্যাপারটা কেউ কি একটু বিনম্রভাবে বুঝিয়ে দিতে পারবেন ?,0,"আচ্ছা, বিনম্রভাবে? তা হলে তো তুমি ভুল জায়গায় এসে পড়েছো। এখানে তো সবাই 'অবিশ্বাস্য বিনম্রতা' নিয়ে ব্যস্ত! 😄"
26032,আপনি কত বছর বয়সে বিয়ে করতে চান ?,0,"বিয়ে? আরে সেটা তো বছর তিনেক পরেও করতে পারি, বছরে একবারের জন্য তো দাওয়াত খেতে হয়!"
26033,সবাই চাই বছরের একটা দিন পরিবারের সাথে থাকতে ।,0,"ও হ্যাঁ, কারণ পরিবারের সাথে থাকা তো বছরে একবারই মজা! বাকিটা দিন তো সোশ্যাল মিডিয়ায় ছবি দিয়ে কাজ চালানো। 😄"
