id,Text,Polarity,reply
23818,এই বেডি অইত্তে আইলো এত দিন পরে ?,1,"হুহ, এখন বেডি জনপ্রিয় যাত্রী হিসাবে এলেন কি কম হলো?"
23819,বোকা চোদা খেলার কিছু বুঝস? শালা পাগল ।,1,আপনার মতো ধনী বুদ্ধিহীন মানুষের কিছু বোধ করার চেষ্টা করা অত্যন্ত কঠিন। শালা মনোয
23826,লুস শার্ট টাকে ভাবি কতো কষ্ট করে হাত দিয়ে চেপে ফিটিংস বানিয়ে রেখেছে হ্যাঁ এটাই ভালোবাসা,1,"ওহো! অসময়ে তো না বিয়ে করে ফিটিংস বানিয়ে রেখেছেন, এখন কষ্ট করে বেরিয়ে দিলেন? ভালো"
23831,কেউ আবার ভাববেননা যে বিচি বিক্রি করে কোটিপতি হয়েছি,1,"ওহ হ্যাঁ, শুধুই মনে হয় কোটিপতি হতে হলে বিচি বিক্রি করা লাগে। বাকি সবই হলেই কেউ কো"
23832,রাজধানীতে কোরবানি পশুর হাট না বসিয়ে আগে কারিগরি পরামর্শক কমিটির হাট বসানো উচিত তারাই বড় গরু।,1,কি ভাবে! সত্যিই সুন্দর আলোচনা! পুন্য বুড়ো গরুদের হাটের রাজধানী কি তার মজাই নেই? তবে
23840,"নিজের দেশে আইসো ওয়াস কইরা ছাইরা দিবো বানীতে লর্ড 
শান্ত ।",1,"ওহ হ্যাঁ, আপনার ওই কইরা দিতে হলে অবশ্যই লর্ড শান্ত হতে হবে। আসলে কইরা না দিলেও দেশে"
23841,ঘটি ভইরা সস লইলেতো টোস্ট বিস্কুটও জুসি লাগবো !,1,আরে বিস্কুটেও জুসি? কি মানুষ তুমি!
23842,খাবি নাহ যখন মাখালি কেন ?,1,"দুঃখ হবে না, মাখালি করে কেমন পেট ভরাব? খাওয়া দেয়াল-পালায়ের উপর প্রয়োগ করে হল"
23844,মা তুমিও ডানাকাটা পরী হয়ে আর রাত বি রাতে ক্লাবে যেও না লাললীল পানি খেতে বরংচ একটু তাহাজ্জুদ পড়িও কেমন । অনুরোধক্রমে তোমার আম্মো আঠার কোটি মানুষের আম্মো,1,হাহাহা! এই তো অদ্ভুত! মাতালে অন্য বিষা খাওয়ার মতো পর্যাপ্ত একটা ইচ্ছে আছে! অহংকারের
23845,জানি কারন এটাই চায়েন্স বলে,1,ওহ! আমার পছন্দের চায়েন্স জিনিসটা কেমন কি জানলেন?
23846,যদি করোনাও এসে বলে ময়লা ফেললে তুকে ধরব তাহলেও এই দেশে ময়লা ফেলা বন্ধ হবেনা রিপ বাংলাদেশ আইন ।,1,ওহো! তোমার বিশ্বাস কী অদ্ভুত! একটা বিদেশি ভাইরাস কি সন্ত্রাসীর মত বাংলাদেশে ময়লা ফ
23848,এটা কোন ব্রান্ডের ? কোথা থেকে কিনছেন ? ইনবক্সে দাম বলুন । গফ চাপ দিচ্ছে এটা কিনে দেয়ার জন্য কি এক মুসিবতে যে পরছি,1,ওহো! কি সুন্দর জিনিস আপনি খুঁজে পেলেন! আমি তো বলছিলাম আর কেউ তা কিনে ফেলেন না। এতে
23849,আজকে কিন্তু স্ট্রবেরি ফ্লেভার নিয়ে আসব । পরিবেশেটা সুন্দর রাইখো । কোন হৈচৈ যেন না হয় ।,1,সেই দিনটা আবার সোনার ই বাংলাদেশে রাখবো!
23850,তাইলে হাজার কোটি টাকা চুরি করবে কেমনে ?,1,"তাইলে না হাত চলবে, মাথা চলবে! চুরি করার জন্য আরো কিছুই লাগে না!"
23853,পরীর সাথে আকাশে উড়ার প্রস্তাব দিয়েছে বর্তমান ঢালিউডের সুপারস্টার হিরো আলম খান,1,"ওহো! ঠিক আছে, সাথে পরীর মধুর গান ও নাচ দেখে আমার আসল ভাবে আকাশে উড়ালেন আলম খান! অ"
23857,ভাই এদের সবাইকে সিটি কলেজে ভর্তি করানো দরকার । প্রেজেন্টেশন শেখানোর জন্য ।,1,"হাঁ ভাই, অবশ্যই সিটি কলেজে ভর্তি করি। প্রেজেন্টেশন শেখানোর জন্য মাত্রই না, হয়তো অন্য"
23858,নেইমারের ছেড়া প্যান্ট টি নোবেল করোনা ভাইরাসকে দেয়ার জন্য অনুরোধ করছি ।,1,আবার একটি মজার অনুরোধ! নোবেল করোনা ভাইরাস কি ছেড়া প্যান্ট পেটিয়ে পড়ল? তাইলে আমি চ
23859,মাগার রিপ্লাইয়ে আন্টি সিজিপিএ জিগায় বসলে একটু চাপে পড়া লাগতে পারে !,1,মাগার চাপে পড়া যেন ফ্ল্যাট টায়ারে কার্রি চলবে না।
23863,অসাধারণ সুন্দর কুর্তা এবং অসাধারণ লাগছে এখন কথা হচ্ছে এত সুন্দর ড্রেস যে কিনছো বিসিবি ও আইসিসি কে জানাইছো নবাব ?,1,"ওহ, তোমার দ্রষ্টব্যের অর্থ হচ্ছে এত সুন্দর কুর্তার জন্য বিসিবি ও আইসিসি একসাথে লড়াই ক"
