id,Text,Polarity,reply
12767,পিনিক কমে গেছে ? আগেই বলছিলাম কমদামি গাঞ্জা খাস না ভাই । দামি কিছু খা । কমদামি জিনিস বেশিক্ষণ পিনিক ধরে রাখতে পারে না ।,1,"এইবারে কমদামি পিনিক একটুও কমে নি আবার! ঠিক আছে, বলেছিলাম এই খাস ব্যবসার জন্য আপনার"
12768,ভগবানের কাছে পার্থনা করি উনি যেন কোনোদিনও সিরিয়াল জগতে ফিরে আসতে না পারে।,1,"হাঁ, আবার কি বললেন? সিরিয়াল জগতে ফিরে আসতে না পারলে তো ভগবানের কাছে পার্থনা করলেও কী"
12778,বাংলাদেশে জনগন বেড়ে গেছে তাই এদের মতো দুই একজন মরে গেলে কোনো সমস্যা নেই।,1,"হ্যা হ্যা, আসলে তাদের মতো দুই একজন মরে গেলে কোনো সমস্যা নেই, শুধু উঠবে নতুন এ"
12781,পানি টানার জন্য প্রস্তুত থাকো ভাতিজা।,1,"ঠিক আছে, পানি টানার জন্য থাকবো তোমার যত্নে। একটু প্রাকৃতিক নির্ভর হলেই আর কি চাই!"
12785,এই যুগে কেউ টিভি দেখে ? মনে তো হয়না টিভি এড আর মাহফুজুর রহমানের একক সঙ্গীতানুষ্ঠান ছাড়া !,1,"তোমার কাছে টিভি দেখার বিকল্প আছে না, হয়তো অন্য কোনো গানের বাদলে মাহফুজুর রহমান এর"
12786,একটা মরচে পড়া অস্কার ছুড়ে মারা হোক মোহর কে তার দু সাহসিক কাজের জন্য।,1,"হাঁ, অস্কার পাওয়ার চেষ্টায় মরচে পড়া আমারই মধ্যে হতে পারে! তোমার মোহর কে সাহসিক"
12787,মুমিন তুমি ভাই সাবধান থেক মিডিয়া কিন্তু রাতারাতি তোমাকে আকাশে তুলবে কিন্তু তোমার দূর্দিন আসা মাত্রই তোমার চৌদ্দগুষ্ঠির সব দোষ খুঁজে বের করবে !,1,"ওহো! আচ্ছা, আসলে আসলে তুমি দূর্দিনের চৌদ্দগুষ্ঠির সব দোষ খুঁজে বের করতে গেলে"
12789,ওরে নাইকা বানাইছে কোন হালার পুতে ?,1,"ওই চাচা, কোন রাস্তার ব্র্যান্ডের পথিক তোকে নিয়ে তো চলছে না। একবার পথে বাঁচাইয়ে ক"
12792,ক্রিকেট থেকে অবসর নিয়ে বাচ্চা উৎপাদনে মনোনিবেশ করুন । ওইদিকে আপনার সফলতা ভালো।,1,"আচ্ছা, অবসর নিলেই হবে বাচ্চা উৎপাদনের মনোনিবেশ? আরেকটুই হলে আমরা সবাই ক্রিকেট ছেড়"
12793,বোকা তাইলে তো টাকা মারা যাবে না।,1,"অবশ্যই! একটা সত্য বলে দিই যে, বোকা যদি টাকা মারত তাহলে তার হাত থেকে টাকা চুরি হয়ে য"
