id,Text,Polarity,reply
22591,ফেসবুক বন্ধ হলে অনেকেই আধমরা হয়ে যাবে,1,
22592,চির ধরবে কেনো । আমরা চির ধরতে দেবো না । ফেবি কুইক আছেই তো । মাত্র পাঁচ টাকা । ভাঙ্গা কাপ থেকে ভাঙ্গা মন সব জোড়া লাগিয়ে দেয় মাত্র পাঁচ টাকায় । আর দেরি নয় কিনে ফেলুন ফেবী কুইক মাত্র পাঁচ টাকায়,1,
22598,গাঁজা খেয়ে ডিসিশন নেয় নাকি?,1,
22600,ইন্সটাগ্রাম টুইটার ই নাইএ কেমন সোশ্যাল মিডিয়া ভিডিও ব্রো ?,1,
22604,বেশ আগে দেখেছিলাম এক ইন্টারভিউতে এসে পপি বলেছিলো সে ছেলেদের সাথে হ্যান্ডশেক করে না বরং সালাম দেয় । পরহেজগার আপুটি এখানে কলা খেয়ে যাচ্ছে । নিশ্চয়ই এগুলি এডিটিং করা যায় ।,1,
22606,আমরা করোনার চেয়ে ও শক্তিশালী আন্নে ইন্ডিয়া তাই করোনার লগে ফাইট করা লাগবো বাংলাদেশে চলে আসলে আর ফাইটের প্রয়োজন হবে নাহ্,1,
22607,একি পোস্ট বার বার দেখার চেয়ে হিরো আলম এর গান শুনে নিজেকে তিলে তিলে শেষ করে দেয়া অনেক ভালো,1,
22610,প্লেনে করে যারা বাড়ি যাচ্ছে তাদেরকে নিয়ে প্রতিবেদন করেন না কেন ? তারা বড়লোক এজন্য ? গরীব নিয়া চুল্কানি ?,1,
22612,আমার শাশুড়ীদেরকে ও মা দিবসের শুভেচ্ছা ।,1,
22615,আচ্ছা বুঝলাম না এইসব বাংলা সিনেমায় নায়িকাদের নি শ্বাসের শব্দ গুলো এমন ভয়ঙ্কর হয় কেন ? ইয়ারফোন না নিয়ে ভিডিও প্লে করলে তো বিপদ,1,
22616,কথায় তো আছেই আঙ্গুর ফল না পেলে আঙ্গুর ফল টক,1,
22625,আজকালের নারী ছায়া চাই না তারা চাই গাড়ি,1,
22626,গায়ের জামা গুলান দেখলে মনে হয় খয়রাত করে আনা,1,
22627,এইটা কি ক্লাসি শব্দ মুখস্ত করার বিসিএসের ছন্দ পদ্ধতি ?,1,
22628,ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা । আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান বন্ধু বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায় । এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে ।,1,
22629,আমিও ধান চাউল সব বিক্রি করে এমবি কেনার কথা ভাবতেছি কারণ অনুষ্ঠান মোবাইলে দেখা লাগবে,1,
22631,ডান্স দেইখা আর মিউজিক এর তালে চেয়ার নিয়া উল্টায়া পড়ে গেসি,1,
22632,আমি এখনো জীবিত বিবাহিত না বাড়ো বাড়ো যতপারো বাড়ো ,1,
22633,ছেলে শুধু বি সি এস ক্যাডার হলে ই হবে । নিগ্রো কেন ! তারচেয়ে কালো দেখে বলবে এই যে আমার ডার্ক চকলেট !,1,
22635,শয়তান ডরাইসে মনে হয়,1,
22636,কার টাকায় কিনছে । টাকা উড়ে আসছে নাকি ?,1,
22640,ফরমালিনে চুবানো খালা । বয়সই বাড়ে না ।,1,
22641,বিভিন্ন মাধ্যমের গিফট আর সরকার বসে বসে আংগুল চুষে !,1,
22642,ওওও জলু আমার এই পৃথিবীতে বড্ড রোদ তাই আমি চারুর নতুন পৃথিবী তে যেতে চাই প্লিজ আমায় সাহায্য করো,1,
22644,আমাকে দেশে ভুলায়া বালায়া রাইখা তুমি জায়া এইগুলা শুরু করছো জানু ।,1,
22645,হে আগামীর মায়েরা তোমাদের সন্তানকে সামলে রেখো । তারা যাতে কোনো ভাবেই আমার ফ্রেন্ডলিস্টে না এসে যায় !,1,
22646,হজ্ব করতে গিয়েও সাকিব ভাই এত মাওলানা দেখেন নাই যতো পরিমান মাওলানা এখানে কমেন্ট করতেছেন ! উক্তিতে আহসান হাবীব পেয়ার,1,
22652,শেষ ভালো যার সব ভালো তার । কথা টা বাংলাদেশের মানুষের জন্য যথার্থ । পাকিস্তান পুরো সিরিজে কিছু করতে পারে নাই । শুধু শেষ টেষ্ট টা জিতল আর তাতেই বাংলাদেশের মানুষ শেষ টাই মনে রাখে আগে কি হইছে তা ভুলে যায় তাড়াতাড়ি ।,1,
22653,ভাইরে কি পাপ করলাম গেবনে ! সবাই খালি চলে যায় !,1,
22657,খুব ইচ্ছা ছিলো নায়কের মত ঢিসুমঢিসুম করে প্রেমিকে গুন্ডাদের হাত থেকে বাঁচাবো ! একদিন সুযোগও আসছিলো হ্যা বাঁচাইছিলাম । কিন্তু প্রেমিকাকে না দৌড়ে আমার নিজের জান ।,1,
22658,আপনার বিনোদন গুলো অনেক দিন থেকে মিস করছি,1,
22663,এরা সহমত ভাইদের লোক,1,
22664,ফেসবুক কর্তৃপক্ষের কাছে বিশেষ অনুরোধ বাংলাদেশের নিরীহ মানুষের কথা ভেবে ফেসবুকে ছিঁড়া জুতার রিঅ্যাক্ট চালু করেন ! আমাদের কিছু করার ক্ষমতা নেই এটা দিয়েই শান্তি পাবো ।,1,
22670,মোদী আর ইসরায়েল একই গোয়ালে দুই গরু৷,1,
22671,সত্যি কথা শুনলে মানুষের গায়ে ফোসকা পড়ে !,1,
22672,গরুকে টুপি পরাইসেন ? একটুর জন্য ভুল ভেবে ফেলেছিলাম,1,
22674,ডিপ্রেশনে ভুগে সুইসাইড করতে যাচ্ছিলাম । ছাদ থেকে লাফাবার আগে ফেসবুকে সবার কাছ থেকে বিদায় নিতে গিয়ে আপনার এই নিউজ দেখলাম । এখন আলহামদুলিল্লাহ আমি সম্পূর্ণ সুস্থ হয়ে বাড়ি ফিরছি ।,1,
22675,রাস্তায় ঘাটে বা ঘরে হলে আমরাও প্রতিবাদ করতাম বাট এটাতো ক্লাবে ঘটছে ক্লাবে কি ভালো মানুষ যায় যায়? তো শুধু খারাপ ছেলে মেয়েরাই আর ওখানে গেলে তো খাই দিবে এটা তো কিছু বলার নাই মনে হয় ব্যাথা লাগছে বেশি সে জন্য কি পুলিশের কাছে বলতে হয় থাক পরি তুমি আর যাইও না ওর কাছে ,1,
22676,ফতোয়া দেওয়ার মুফতির অভাব নেই ফেসবুকে ।,1,
22681,আচ্ছা বসুন্ধরার মালিকের কোনো চক্রান্ত না তো ? কি বলেন পরী আপু ? সে আপনার কি হয় ?,1,
22687,যারা কমেন্ট করছেন দয়া করে বানান ঠিক রাখুন । উত্তেজিত অবস্থায় দ্রুত কমেন্ট করতে গিয়ে বানান ভুল করবেন না । আমরা যারা কমেন্ট পড়তে আসি আমাদের পড়তে বেশ অসুবিধা হয় । জনস্বার্থে কমেন্ট রিডার এসোসিয়েশন অব বাংলাদেশ ।,1,
